FaceID,X,Y,Z,Heat Flux
1,0.0791139984130859,0.160159332275391,0.244175333658854,-54319.3416788746
2,0.0801146672566732,0.157685999552409,0.234475997924805,21794.1380401761
3,0.0800120010375977,0.158386662801107,0.240942667643229,-847655.053732663
4,0.0796779988606771,0.159207331339518,0.244175333658854,-847655.053732663
5,0.0811159998575846,0.155264668782552,0.224976796468099,-340039.475579303
6,0.0807319997151693,0.156414001464844,0.231343999226888,-760934.003800218
7,0.0809646657307943,0.156307332356771,0.234611999511719,-760934.003800218
8,0.0808640009562175,0.157006663004557,0.241010665893555,-800496.397768648
9,0.0805286687215169,0.157813995361328,0.244209335327148,-800496.397768648
10,0.0821173350016276,0.152896001180013,0.215676396687826,85421.1303922534
11,0.081734001159668,0.154024002075195,0.221944931030273,-827193.492713335
12,0.0819700012207031,0.153928670247396,0.225214131673177,-827193.492713335
13,0.0815846659342448,0.15506266784668,0.231513997395833,-795412.29944671
14,0.0818213322957357,0.154968663533529,0.23474799601237,-795412.29944671
15,0.0817220001220703,0.155667332967122,0.24107866414388,-800330.741072993
16,0.0813846689860026,0.15646066792806,0.24424333190918,-800330.741072993
17,0.0831186676025391,0.150580001831055,0.206576400756836,523019.797063947
18,0.0827373352050781,0.151687337239583,0.21274506632487,772299.671064913
19,0.0829746678670247,0.151602671305339,0.216015731811523,-766785.614262015
20,0.0825906677246094,0.152716003417969,0.222216262817383,-789570.969258975
21,0.0828293329874674,0.152633336385091,0.225452128092448,-789570.969258975
22,0.0824453328450521,0.153751998901367,0.231683995564779,-804501.227382794
23,0.0826846644083659,0.153671330769857,0.234883997599284,-804501.227382794
24,0.0825873311360677,0.15436799621582,0.241146667480469,-803890.798674189
25,0.0822486673990886,0.155147333780924,0.244277333577474,-803890.798674189
26,0.0841193339029948,0.148317337036133,0.197677062988281,852927.235114268
27,0.0837386678059896,0.149403335571289,0.203746398925781,1186466.41673283
28,0.0839800008138021,0.149329335530599,0.207017730712891,-717664.319520884
29,0.0835973332722982,0.15042133585612,0.213118398030599,-776100.126013792
30,0.083837999979655,0.150350001017253,0.216355061848958,-776100.126013792
31,0.0834539998372396,0.151448669433594,0.222488260904948,-772056.207825946
32,0.0836960016886393,0.151378000895182,0.225689463297526,-772056.207825946
33,0.083310666402181,0.152481999715169,0.231853332519531,-777512.383762134
34,0.0835526682535807,0.152414001464844,0.235018666585286,-777512.383762134
35,0.083456667582194,0.153109334309896,0.241213999430339,-765813.192743945
36,0.0831173324584961,0.153873998006185,0.244311335245768,-765813.192743945
37,0.0851206665039062,0.146106674194336,0.18897639465332,496327.466083928
38,0.0847413330078125,0.147172007242839,0.194947062174479,1594989.04161285
39,0.0849846649169922,0.147108673095703,0.1982197265625,-798504.148710947
40,0.084603998819987,0.148180002848307,0.204221059163411,-776063.875715049
41,0.0848479970296224,0.148118001302083,0.20745839436849,-776063.875715049
42,0.0844646657307943,0.149195999145508,0.213491729736328,-743046.226589952
43,0.0847086639404297,0.149137334187826,0.216694396972656,-743046.226589952
44,0.0843240000406901,0.150220667521159,0.222758931477865,-738296.130791403
45,0.0845686645507813,0.150162668863932,0.225926132202148,-738296.130791403
46,0.0841826680501302,0.15125200398763,0.232021998087565,-712829.079342166
47,0.0844279988606771,0.151196004231771,0.235153996785482,-712829.079342166
48,0.0843346659342448,0.151888671875,0.241281331380208,-696929.535773291
49,0.0839933344523112,0.152640004475911,0.244344665527344,-696929.535773291
50,0.0861219991048177,0.143950002034505,0.18047639465332,-508145.862741791
51,0.0857433319091797,0.144993336995443,0.186347061157227,1672165.71816767
52,0.0859893315633138,0.144940668741862,0.189621063232422,-858145.552102761
53,0.08560999806722,0.14599067179362,0.195523061116536,-829517.32343288
54,0.0858560002644857,0.145940002441406,0.198762395222982,-829517.32343288
